,Country Name,Regional Indicator,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect,Confidence In National Government
2022,Ukraine,Commonwealth of Independent States,2006,4.803954124,9.414028168,0.852453351,60.91999817,0.623814106,-0.262653708,0.929431498,0.551184297,0.249234051,0.15470925
2023,Ukraine,Commonwealth of Independent States,2007,5.25218153,9.498954773,0.820094347,61.24000168,0.493922472,-0.246703863,0.967939556,0.558919847,0.207651809,0.078787297
2024,Ukraine,Commonwealth of Independent States,2008,5.172380447,9.526556969,0.860013783,61.56000137,0.486626983,-0.270722479,0.929175198,0.544517279,0.185805932,0.159723967
2025,Ukraine,Commonwealth of Independent States,2009,5.1656394,9.366869926,0.845293224,61.88000107,0.460348487,-0.246958554,0.962244451,0.544606388,0.189013854,0.086690761
2026,Ukraine,Commonwealth of Independent States,2010,5.057561398,9.410946846,0.883555114,62.20000076,0.483833194,-0.194431901,0.953752279,0.472101361,0.227200434,0.263286889
2027,Ukraine,Commonwealth of Independent States,2011,5.083132744,9.467564583,0.859458685,62.52000046,0.57866931,-0.233417913,0.932535291,0.538531721,0.21964775,0.236262515
2028,Ukraine,Commonwealth of Independent States,2012,5.030342102,9.471556664,0.897573471,62.84000015,0.563649774,-0.228860572,0.896237016,0.508998454,0.192819074,0.236936122
2029,Ukraine,Commonwealth of Independent States,2013,4.710802555,9.474287987,0.896510422,63.15999985,0.568715692,-0.222087637,0.937324286,0.571862519,0.224595502,0.189184397
2030,Ukraine,Commonwealth of Independent States,2014,4.297329903,9.42430687,0.876760185,63.47999954,0.533267498,0.080815636,0.926788926,0.542552173,0.248560056,0.242528632
2031,Ukraine,Commonwealth of Independent States,2015,3.964542866,9.325107574,0.909439743,63.79999924,0.43059203,-0.036331616,0.952472746,0.531036317,0.241075858,0.084303714
2032,Ukraine,Commonwealth of Independent States,2016,4.028690338,9.353255272,0.884961367,63.92499924,0.5025419,0.007415353,0.891075134,0.549968243,0.219624251,0.125653401
2033,Ukraine,Commonwealth of Independent States,2017,4.311067104,9.380973816,0.858324885,64.05000305,0.598875523,-0.005324224,0.936764002,0.528048277,0.234763831,0.11093653
2034,Ukraine,Commonwealth of Independent States,2018,4.661909103,9.420351982,0.900936723,64.17500305,0.663055062,-0.077508025,0.942960739,0.550485551,0.221851483,0.079710059
2035,Ukraine,Commonwealth of Independent States,2019,4.701762199,9.457587242,0.88272649,64.30000305,0.715311766,-0.084162027,0.885004938,0.548534453,0.201131731,0.374282002
2036,Ukraine,Commonwealth of Independent States,2020,5.269675732,9.42607975,0.884686291,64.42500305,0.784273446,0.123323813,0.945668995,0.628791153,0.284736186,0.230166271
2037,Ukraine,Commonwealth of Independent States,2021,5.311355114,9.46835804,0.879308522,64.55000305,0.769904315,0.16855143,0.922350943,0.574909985,0.25038904,0.213765517
2038,Ukraine,Commonwealth of Independent States,2022,4.63743639,9.049329758,0.863068104,64.67500305,0.829034388,0.427582234,0.851863027,0.526714623,0.389885187,
2054,United Kingdom,Western Europe,2005,6.983556747,10.66725636,0.978839755,69.09999847,0.922354519,,0.398456872,0.779467702,0.261732221,0.494749576
2055,United Kingdom,Western Europe,2007,6.801930904,10.69880486,0.969869673,69.22000122,0.83833164,0.332059264,0.498093426,0.686200142,0.241052061,0.363637656
2056,United Kingdom,Western Europe,2008,6.986463547,10.68938923,0.953838587,69.27999878,0.759144187,0.326848954,0.547769129,0.723952413,0.218296558,0.324165732
2057,United Kingdom,Western Europe,2009,6.90654707,10.63567162,0.964428782,69.33999634,0.816228807,0.337423772,0.558927298,0.739177883,0.231028661,0.384066552
2058,United Kingdom,Western Europe,2010,7.029364109,10.65184307,0.955068171,69.40000153,0.841306746,0.398790002,0.586813152,0.753458798,0.176342949,0.50351125
2059,United Kingdom,Western Europe,2011,6.869248867,10.65464783,0.94871068,69.45999908,0.899774432,0.331989884,0.437595308,0.742470384,0.173908412,0.467890024
2060,United Kingdom,Western Europe,2012,6.880784035,10.66207504,0.934574962,69.51999664,0.888970494,0.36725089,0.425169915,0.738626719,0.184244528,0.421262175
2061,United Kingdom,Western Europe,2013,6.918055058,10.67341232,0.936884105,69.58000183,0.905278027,0.342465341,0.568043172,0.71891278,0.252095789,0.379231632
2062,United Kingdom,Western Europe,2014,6.758147717,10.69754314,0.910247326,69.63999939,0.85703969,0.350483507,0.484118432,0.740233481,0.251140326,0.422672093
2063,United Kingdom,Western Europe,2015,6.515445232,10.71326923,0.935985744,69.69999695,0.832926095,0.295811176,0.456133723,0.739562273,0.219261855,0.456811696
2064,United Kingdom,Western Europe,2016,6.8242836,10.72711086,0.954068184,69.80000305,0.821192145,0.245829523,0.458313286,0.732421219,0.22958678,0.40863207
2065,United Kingdom,Western Europe,2017,7.103273392,10.74445915,0.937495291,69.90000153,0.812733293,0.286357582,0.418611348,0.712404668,0.20957242,0.440120846
2066,United Kingdom,Western Europe,2018,7.233445168,10.75530624,0.928483903,70.0,0.83750838,0.221139982,0.404276013,0.736233234,0.228275612,0.420859873
2067,United Kingdom,Western Europe,2019,7.157151222,10.76558113,0.942681074,70.09999847,0.85403955,0.265269667,0.485092282,0.738786042,0.251014441,0.340828866
2068,United Kingdom,Western Europe,2020,6.798177242,10.64504623,0.929353237,70.19999695,0.884624004,0.19695583,0.490203947,0.717481315,0.224655122,0.346972853
2069,United Kingdom,Western Europe,2021,6.866961956,10.71394444,0.854029596,70.30000305,0.815077186,0.253572524,0.447526574,0.683882475,0.265625894,0.394753993
2070,United Kingdom,Western Europe,2022,6.721779823,10.75374222,0.8634395,70.40000153,0.857062578,0.309394181,0.426054806,0.722764194,0.270162135,
2105,Uzbekistan,Commonwealth of Independent States,2006,5.232322216,8.255723,0.903066933,61.34000015,0.784301162,-0.122146532,0.608808279,0.650082767,0.195057839,0.891237795
2106,Uzbekistan,Commonwealth of Independent States,2008,5.311368465,8.402387619,0.894025862,61.81999969,0.831268847,-0.029875154,,0.647092998,0.186682403,
2107,Uzbekistan,Commonwealth of Independent States,2009,5.26072073,8.462946892,0.904677987,62.06000137,,0.006301182,0.610257804,0.646040261,0.158656552,
2108,Uzbekistan,Commonwealth of Independent States,2010,5.095342159,8.507943153,0.903226435,62.29999924,,-0.036957644,0.51872021,0.664852977,0.151882708,
2109,Uzbekistan,Commonwealth of Independent States,2011,5.738744259,8.553657532,0.924071252,62.54000092,0.934132695,0.035348363,0.52186209,0.662584543,0.122773238,
2110,Uzbekistan,Commonwealth of Independent States,2012,6.019331932,8.607551575,0.933141291,62.77999878,0.913550138,-0.043978337,0.463375092,0.650409043,0.118176885,
2111,Uzbekistan,Commonwealth of Independent States,2013,5.939986229,8.662359238,0.962780654,63.02000046,0.949539959,-0.040499594,0.433931798,0.686188698,0.130197287,
2112,Uzbekistan,Commonwealth of Independent States,2014,6.049212456,8.711969376,0.952406049,63.25999832,0.954481184,0.05503799,0.536461055,0.712928891,0.106158175,
2113,Uzbekistan,Commonwealth of Independent States,2015,5.972364426,8.764227867,0.968225241,63.5,0.979937136,0.368484914,0.470916927,0.778201997,0.103493795,0.973944485
2114,Uzbekistan,Commonwealth of Independent States,2016,5.892539024,8.804467201,0.945102155,63.79999924,0.983803034,0.202084795,,0.77125746,0.146897659,0.978045106
2115,Uzbekistan,Commonwealth of Independent States,2017,6.421447754,8.830646515,0.942131102,64.09999847,0.985177755,0.116439149,0.464641601,0.745110095,0.202737495,0.964690447
2116,Uzbekistan,Commonwealth of Independent States,2018,6.205460072,8.865442276,0.920821011,64.40000153,0.969897985,0.311532587,0.520360112,0.746031344,0.208660305,0.969356358
2117,Uzbekistan,Commonwealth of Independent States,2019,6.154049397,8.90220356,0.915275931,64.69999695,0.970294535,0.298114806,0.511196852,0.751279771,0.219745517,0.960944533
2118,Uzbekistan,Commonwealth of Independent States,2020,5.841929913,8.901668549,0.849564791,65.0,0.928216279,0.193077326,0.642043591,0.67792666,0.278508723,0.89849627
2119,Uzbekistan,Commonwealth of Independent States,2021,6.18530798,8.953489304,0.895503759,65.30000305,0.927415252,0.186012119,0.661561668,0.698459327,0.232672125,0.912673354
2120,Uzbekistan,Commonwealth of Independent States,2022,6.016238689,8.989866257,0.878923297,65.59999847,0.959019244,0.308950752,0.615844429,0.741081834,0.224579901,
