,fecha,region,institucion,primeras_consultas,consultas_seguimiento,total_mes,label_year
2232,2021-01-01,Região de Saúde LVT,"Hospital de Cascais, PPP",36,207.0,243,2021
2233,2021-01-01,Região de Saúde LVT,"Hospital de Loures, PPP",78,584.0,662,2021
2238,2021-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",689,4394.0,5083,2021
2239,2021-02-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,291,3986.0,4277,2021
2244,2021-03-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",122,617.0,739,2021
2245,2021-03-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",225,956.0,1181,2021
2246,2021-03-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",268,1926.0,2194,2021
2251,2021-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",891,3981.0,4872,2021
2252,2021-04-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",494,4277.0,4771,2021
2253,2021-04-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",163,772.0,935,2021
2254,2021-04-01,Região de Saúde LVT,"Hospital de Loures, PPP",337,2759.0,3096,2021
2259,2021-05-01,Região de Saúde LVT,"Hospital de Cascais, PPP",170,1164.0,1334,2021
2260,2021-05-01,Região de Saúde LVT,"Hospital de Loures, PPP",414,3437.0,3851,2021
2261,2021-05-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",464,3347.0,3811,2021
2271,2021-06-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",381,3293.0,3674,2021
2272,2021-06-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1047,12616.0,13663,2021
2273,2021-06-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",251,1285.0,1536,2021
2283,2022-06-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",851,6466.0,7317,2022
2284,2022-06-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",226,1725.0,1951,2022
2294,2022-07-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",393,1527.0,1920,2022
2295,2022-07-01,Região de Saúde LVT,"Hospital de Cascais, PPP",339,1589.0,1928,2022
2296,2022-07-01,Região de Saúde LVT,"Hospital de Loures, EPE",521,3031.0,3552,2022
2307,2022-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3098,16757.0,19855,2022
2308,2022-08-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1489,11923.0,13412,2022
2309,2022-08-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",303,2133.0,2436,2022
2310,2022-08-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1208,3953.0,5161,2022
2314,2022-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3509,18702.0,22211,2022
2315,2022-09-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",768,3331.0,4099,2022
2323,2022-10-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1516,4859.0,6375,2022
2337,2022-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",3344,12369.0,15713,2022
2338,2022-12-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",613,2870.0,3483,2022
2339,2022-12-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",1239,6046.0,7285,2022
2345,2023-01-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",110,556.0,666,2023
2346,2023-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",138,1024.0,1162,2023
2347,2023-01-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",115,613.0,728,2023
2348,2023-01-01,Região de Saúde LVT,Instituto Gama Pinto,0,31.0,31,2023
2356,2023-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",309,1092.0,1401,2023
2357,2023-02-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",112,503.0,615,2023
2358,2023-02-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",163,767.0,930,2023
2365,2023-03-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,752,5768.0,6520,2023
2366,2023-03-01,Região de Saúde LVT,"Hospital de Cascais, PPP",173,835.0,1008,2023
2367,2023-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",584,3389.0,3973,2023
2372,2023-04-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",387,2120.0,2507,2023
2373,2023-04-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",214,1023.0,1237,2023
2374,2023-04-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",283,2009.0,2292,2023
2375,2023-04-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",478,2167.0,2645,2023
2376,2023-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",729,4284.0,5013,2023
2383,2023-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2060,11313.0,13373,2023
2384,2023-05-01,Região de Saúde LVT,"Hospital de Cascais, PPP",271,1334.0,1605,2023
2385,2023-05-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",608,2813.0,3421,2023
2392,2023-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1972,7264.0,9236,2023
2393,2023-06-01,Região de Saúde LVT,"Hospital de Cascais, PPP",329,1618.0,1947,2023
2394,2023-06-01,Região de Saúde LVT,Instituto Gama Pinto,0,152.0,152,2023
2402,2023-07-01,Região de Saúde LVT,Instituto Gama Pinto,0,175.0,175,2023
2403,2023-07-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1064,4141.0,5205,2023
2408,2023-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2880,16071.0,18951,2023
2409,2023-08-01,Região de Saúde LVT,"Hospital de Loures, EPE",477,3072.0,3549,2023
2419,2021-08-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",308,1550.0,1858,2021
2427,2021-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2102,8423.0,10525,2021
2428,2021-09-01,Região de Saúde LVT,"Hospital de Loures, PPP",637,5504.0,6141,2021
2434,2021-10-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",662,5638.0,6300,2021
2435,2021-10-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1248,9772.0,11020,2021
2436,2021-10-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3481,21691.0,25172,2021
2437,2021-10-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",805,5145.0,5950,2021
2438,2021-10-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",352,2023.0,2375,2021
2446,2021-11-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",445,2225.0,2670,2021
2447,2021-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3849,23765.0,27614,2021
2448,2021-11-01,Região de Saúde LVT,"Hospital de Loures, PPP",825,6607.0,7432,2021
2458,2021-12-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",830,6715.0,7545,2021
2459,2021-12-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",789,2253.0,3042,2021
2460,2021-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",4129,25628.0,29757,2021
2461,2021-12-01,Região de Saúde LVT,"Hospital de Loures, PPP",883,6982.0,7865,2021
2467,2022-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",387,2125.0,2512,2022
2468,2022-01-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,197,1696.0,1893,2022
2469,2022-01-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",45,260.0,305,2022
2470,2022-01-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",168,499.0,667,2022
2482,2022-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",136,674.0,810,2022
2493,2022-04-01,Região de Saúde LVT,"Hospital de Cascais, PPP",197,919.0,1116,2022
2494,2022-04-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",168,1183.0,1351,2022
2504,2022-05-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",717,5466.0,6183,2022
2505,2022-05-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",418,2600.0,3018,2022
2506,2022-05-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",205,1491.0,1696,2022
2514,2022-06-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",826,5944.0,6770,2022
2515,2022-06-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",918,2981.0,3899,2022
2520,2022-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2026,7421.0,9447,2022
2521,2022-07-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",566,3670.0,4236,2022
2526,2022-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",2268,8129.0,10397,2022
2527,2022-08-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",456,1743.0,2199,2022
2532,2022-09-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1713,13368.0,15081,2022
2533,2022-09-01,Região de Saúde LVT,"Hospital de Cascais, PPP",418,2000.0,2418,2022
2534,2022-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1147,8099.0,9246,2022
2541,2022-10-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1345,10110.0,11455,2022
2542,2022-10-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",786,4871.0,5657,2022
2543,2022-10-01,Região de Saúde LVT,"Hospital de Loures, EPE",680,4069.0,4749,2022
2551,2022-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",3129,11414.0,14543,2022
2552,2022-11-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",578,2663.0,3241,2022
2553,2022-11-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",602,2430.0,3032,2022
2554,2022-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",4260,22774.0,27034,2022
2555,2022-11-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, EPE",437,2937.0,3374,2022
2562,2022-12-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1593,11993.0,13586,2022
2563,2022-12-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",921,5762.0,6683,2022
2568,2023-01-01,Região de Saúde LVT,"Hospital de Loures, EPE",69,461.0,530,2023
2578,2023-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",785,4445.0,5230,2023
2579,2023-02-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",172,939.0,1111,2023
2580,2023-02-01,Região de Saúde LVT,"Hospital de Cascais, PPP",84,548.0,632,2023
2581,2023-02-01,Região de Saúde LVT,Instituto Gama Pinto,0,50.0,50,2023
2582,2023-02-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",315,970.0,1285,2023
2589,2023-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1095,3757.0,4852,2023
2590,2023-03-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",509,3182.0,3691,2023
2591,2023-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",182,818.0,1000,2023
2592,2023-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1193,6867.0,8060,2023
2593,2023-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",247,1547.0,1794,2023
2594,2023-03-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",269,1233.0,1502,2023
2595,2023-03-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",511,1694.0,2205,2023
2601,2023-04-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",312,1206.0,1518,2023
2602,2023-04-01,Região de Saúde LVT,"Hospital de Cascais, PPP",212,1057.0,1269,2023
2612,2023-05-01,Região de Saúde LVT,"Hospital de Loures, EPE",360,2202.0,2562,2023
2613,2023-05-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",435,1832.0,2267,2023
2618,2023-06-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",598,3272.0,3870,2023
2619,2023-06-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",481,1736.0,2217,2023
2620,2023-06-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",737,3370.0,4107,2023
2627,2023-07-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",403,1714.0,2117,2023
2628,2023-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2660,14914.0,17574,2023
2629,2023-07-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",576,2353.0,2929,2023
2630,2023-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1226,7418.0,8644,2023
2637,2023-08-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1189,8042.0,9231,2023
2638,2023-08-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",441,1853.0,2294,2023
2639,2023-08-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1636,13242.0,14878,2023
2640,2023-08-01,Região de Saúde LVT,"Hospital de Cascais, PPP",420,2051.0,2471,2023
2650,2018-01-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",72,593.0,665,2018
2651,2018-01-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",0,1.0,1,2018
2660,2018-02-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",156,1105.0,1261,2018
2661,2018-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",231,1661.0,1892,2018
2662,2018-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",613,4515.0,5128,2018
2663,2018-02-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",184,856.0,1040,2018
2664,2018-02-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",178,1601.0,1779,2018
2673,2018-03-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",233,1589.0,1822,2018
2674,2018-03-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",351,2585.0,2936,2018
2675,2018-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",389,649.0,1038,2018
2676,2018-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",289,1269.0,1558,2018
2677,2018-03-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,602,5435.0,6037,2018
2678,2018-03-01,Região de Saúde LVT,"Hospital de Loures, PPP",385,1825.0,2210,2018
2679,2018-03-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",47,635.0,682,2018
2680,2018-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",295,2472.0,2767,2018
2687,2018-04-01,Região de Saúde LVT,"Hospital de Cascais, PPP",281,1223.0,1504,2018
2688,2018-04-01,Região de Saúde LVT,Instituto Gama Pinto,0,120.0,120,2018
2689,2018-04-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",552,1730.0,2282,2018
2696,2018-05-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",388,2533.0,2921,2018
2697,2018-05-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",0,7.0,7,2018
2698,2018-05-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",653,2186.0,2839,2018
2706,2018-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1749,13135.0,14884,2018
2707,2018-06-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1171,10516.0,11687,2018
2708,2018-06-01,Região de Saúde LVT,"Hospital de Cascais, PPP",389,1851.0,2240,2018
2709,2018-06-01,Região de Saúde LVT,"Hospital de Loures, PPP",731,3530.0,4261,2018
2713,2018-07-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",547,3382.0,3929,2018
2714,2018-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1663,6644.0,8307,2018
2715,2018-07-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",650,3116.0,3766,2018
2716,2018-07-01,Região de Saúde LVT,"Hospital de Loures, PPP",851,4098.0,4949,2018
2717,2018-07-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",0,7.0,7,2018
2722,2018-08-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",644,3792.0,4436,2018
2723,2018-08-01,Região de Saúde LVT,"Hospital de Loures, PPP",912,4355.0,5267,2018
2724,2018-08-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",178,1562.0,1740,2018
2735,2018-09-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",747,4232.0,4979,2018
2736,2018-09-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",999,7145.0,8144,2018
2737,2018-09-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",308,2435.0,2743,2018
2738,2018-09-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",817,3863.0,4680,2018
2739,2018-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",877,7243.0,8120,2018
2740,2018-09-01,Região de Saúde LVT,Instituto Gama Pinto,0,281.0,281,2018
2746,2018-10-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",225,2024.0,2249,2018
2747,2018-10-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",0,7.0,7,2018
2748,2018-10-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",1206,4105.0,5311,2018
2753,2018-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1234,8671.0,9905,2018
2754,2018-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2970,22375.0,25345,2018
2755,2018-11-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,2092,17902.0,19994,2018
2756,2018-11-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",0,9.0,9,2018
2757,2018-11-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",1114,9131.0,10245,2018
2761,2018-12-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",1293,2417.0,3710,2018
2762,2018-12-01,Região de Saúde LVT,"Hospital de Loures, PPP",1273,6500.0,7773,2018
2763,2018-12-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",1046,5388.0,6434,2018
2774,2019-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",295,1048.0,1343,2019
2775,2019-01-01,Região de Saúde LVT,Instituto Gama Pinto,0,32.0,32,2019
2783,2019-02-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",186,1364.0,1550,2019
2784,2019-02-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",238,1843.0,2081,2019
2785,2019-02-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",216,878.0,1094,2019
2794,2019-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",296,662.0,958,2019
2795,2019-03-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,692,5645.0,6337,2019
2796,2019-03-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",343,2835.0,3178,2019
2797,2019-03-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",364,1279.0,1643,2019
2811,2019-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",448,3703.0,4151,2019
2813,2019-05-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",420,3117.0,3537,2019
2814,2019-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1464,11229.0,12693,2019
2824,2019-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1240,5085.0,6325,2019
2825,2019-06-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",646,4800.0,5446,2019
2826,2019-06-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",544,2932.0,3476,2019
2827,2019-06-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",653,5441.0,6094,2019
2837,2019-07-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",599,4033.0,4632,2019
2838,2019-07-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",779,5649.0,6428,2019
2839,2019-07-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",368,1154.0,1522,2019
2840,2019-07-01,Região de Saúde LVT,"Hospital de Loures, PPP",634,4056.0,4690,2019
2841,2019-07-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",139,1491.0,1630,2019
2842,2019-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",772,6324.0,7096,2019
2850,2019-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1671,6472.0,8143,2019
2851,2019-08-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",416,1259.0,1675,2019
2852,2019-08-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",161,1665.0,1826,2019
2858,2019-09-01,Região de Saúde LVT,Instituto Gama Pinto,0,294.0,294,2019
2864,2019-10-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",784,2138.0,2922,2019
2865,2019-10-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",531,1645.0,2176,2019
2866,2019-10-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",871,4679.0,5550,2019
2874,2019-11-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",914,6144.0,7058,2019
2875,2019-11-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",855,4116.0,4971,2019
2876,2019-11-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",3,3.0,6,2019
2883,2019-12-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",989,6563.0,7552,2019
2884,2019-12-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",1523,9753.0,11276,2019
2885,2019-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",3608,24402.0,28010,2019
2886,2019-12-01,Região de Saúde LVT,"Hospital de Cascais, PPP",631,3047.0,3678,2019
2889,2020-01-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",102,605.0,707,2020
2890,2020-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",418,2502.0,2920,2020
2891,2020-01-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",94,477.0,571,2020
2892,2020-01-01,Região de Saúde LVT,"Hospital de Cascais, PPP",33,281.0,314,2020
2893,2020-01-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",92,436.0,528,2020
2894,2020-01-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",130,964.0,1094,2020
2895,2020-01-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",106,413.0,519,2020
2901,2020-02-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",122,433.0,555,2020
2907,2020-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",563,2726.0,3289,2020
2908,2020-03-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1099,6720.0,7819,2020
2909,2020-03-01,Região de Saúde LVT,"Hospital de Cascais, PPP",96,796.0,892,2020
2910,2020-03-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",122,615.0,737,2020
2917,2020-04-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,613,6649.0,7262,2020
2918,2020-04-01,Região de Saúde LVT,"Hospital Distrital de Santarém, EPE",277,502.0,779,2020
2919,2020-04-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",347,3440.0,3787,2020
2920,2020-04-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",315,1955.0,2270,2020
2927,2020-05-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",194,710.0,904,2020
2928,2020-05-01,Região de Saúde LVT,"Hospital de Cascais, PPP",96,800.0,896,2020
2929,2020-05-01,Região de Saúde LVT,"Hospital de Loures, PPP",347,2916.0,3263,2020
2935,2020-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",1271,5084.0,6355,2020
2936,2020-06-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",227,823.0,1050,2020
2937,2020-06-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2249,12721.0,14970,2020
2938,2020-06-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",319,3003.0,3322,2020
2939,2020-06-01,Região de Saúde LVT,"Hospital de Loures, PPP",419,3498.0,3917,2020
2940,2020-06-01,Região de Saúde LVT,"Instituto Português Oncologia de Lisboa, EPE",348,3005.0,3353,2020
2946,2020-07-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",543,3956.0,4499,2020
2947,2020-07-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,960,11587.0,12547,2020
2948,2020-07-01,Região de Saúde LVT,"Hospital de Loures, PPP",507,4237.0,4744,2020
2949,2020-07-01,Região de Saúde LVT,"Hospital de Vila Franca de Xira, PPP",278,1456.0,1734,2020
2950,2020-07-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",623,6247.0,6870,2020
2959,2020-08-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",275,1481.0,1756,2020
2966,2020-09-01,Região de Saúde LVT,"Centro Hospitalar Barreiro/Montijo, EPE",668,5159.0,5827,2020
2967,2020-09-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",505,4341.0,4846,2020
2968,2020-09-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,1153,14186.0,15339,2020
2969,2020-09-01,Região de Saúde LVT,"Hospital de Cascais, PPP",309,1368.0,1677,2020
2970,2020-09-01,Região de Saúde LVT,"Hospital de Loures, PPP",617,5162.0,5779,2020
